Orthogroup	adv	ath	aza	azd	azi	bced	bvi	cyq	cza	dor	eba	lcm	magx	parb	rrz	shd	sscu	tmz
OG0034909															rrz_ATQ31300.1			
OG0034910															rrz_ATQ31307.1			
OG0034911															rrz_ATQ31308.1			
OG0034912															rrz_ATQ31309.1			
OG0034913															rrz_ATQ31310.1			
OG0034914															rrz_ATQ31311.1			
OG0034915															rrz_ATQ31312.1			
OG0034916															rrz_ATQ31313.1			
OG0034917															rrz_ATQ31315.1			
OG0034918															rrz_ATQ31317.1			
OG0034919															rrz_ATQ31321.1			
OG0034920															rrz_ATQ31322.1			
OG0034921															rrz_ATQ31332.1			
OG0034922															rrz_ATQ31356.1			
OG0034923															rrz_ATQ31361.1			
OG0034924															rrz_ATQ31362.1			
OG0034925															rrz_ATQ31363.1			
OG0034926															rrz_ATQ31367.1			
OG0034927															rrz_ATQ31371.1			
OG0034928															rrz_ATQ31373.1			
OG0034929															rrz_ATQ31374.1			
OG0034930															rrz_ATQ31378.1			
OG0034931															rrz_ATQ31380.1			
OG0034932															rrz_ATQ31383.1			
OG0034933															rrz_ATQ31385.1			
OG0034934															rrz_ATQ31389.1			
OG0034935															rrz_ATQ31394.1			
OG0034936															rrz_ATQ31401.1			
OG0034937															rrz_ATQ31403.1			
OG0034938															rrz_ATQ31414.1			
OG0034939															rrz_ATQ31420.1			
OG0034940															rrz_ATQ31422.1			
OG0034941															rrz_ATQ31423.1			
OG0034942															rrz_ATQ31424.1			
OG0034943															rrz_ATQ31425.1			
OG0034944															rrz_ATQ31428.1			
OG0034945															rrz_ATQ31430.1			
OG0034946															rrz_ATQ31437.1			
OG0034947															rrz_ATQ31440.1			
OG0034948															rrz_ATQ31444.1			
OG0034949															rrz_ATQ31451.1			
OG0034950															rrz_ATQ31455.1			
OG0034951															rrz_ATQ31460.1			
OG0034952															rrz_ATQ31464.1			
OG0034953															rrz_ATQ31468.1			
OG0034954															rrz_ATQ31469.1			
OG0034955															rrz_ATQ31470.1			
OG0034956															rrz_ATQ31473.1			
OG0034957															rrz_ATQ31476.1			
OG0034958															rrz_ATQ31478.1			
OG0034959															rrz_ATQ31500.1			
OG0034960															rrz_ATQ31503.1			
OG0034961															rrz_ATQ31507.1			
OG0034962															rrz_ATQ31508.1			
OG0034963															rrz_ATQ31510.1			
OG0034964															rrz_ATQ31511.1			
OG0034965															rrz_ATQ31515.1			
OG0034966															rrz_ATQ31517.1			
OG0034967															rrz_ATQ31518.1			
OG0034968															rrz_ATQ31519.1			
OG0034969															rrz_ATQ31520.1			
OG0034970															rrz_ATQ31547.1			
OG0034971															rrz_ATQ31548.1			
OG0034972															rrz_ATQ31557.1			
OG0034973															rrz_ATQ31565.1			
OG0034974															rrz_ATQ31566.1			
OG0034975															rrz_ATQ31573.1			
OG0034976															rrz_ATQ31575.1			
OG0034977															rrz_ATQ31576.1			
OG0034978															rrz_ATQ31580.1			
OG0034979															rrz_ATQ31583.1			
OG0034980															rrz_ATQ31584.1			
OG0034981															rrz_ATQ31585.1			
OG0034982															rrz_ATQ31601.1			
OG0034983															rrz_ATQ31605.1			
OG0034984															rrz_ATQ31606.1			
OG0034985															rrz_ATQ31607.1			
OG0034986															rrz_ATQ31611.1			
OG0034987															rrz_ATQ31614.1			
OG0034988															rrz_ATQ31615.1			
OG0034989															rrz_ATQ31616.1			
OG0034990															rrz_ATQ31617.1			
OG0034991															rrz_ATQ31626.1			
OG0034992															rrz_ATQ31628.1			
OG0034993															rrz_ATQ31630.1			
OG0034994															rrz_ATQ31631.1			
OG0034995															rrz_ATQ31632.1			
OG0034996															rrz_ATQ31644.1			
OG0034997															rrz_ATQ31647.1			
OG0034998															rrz_ATQ31648.1			
OG0034999															rrz_ATQ31652.1			
OG0035000															rrz_ATQ31653.1			
OG0035001															rrz_ATQ31654.1			
OG0035002															rrz_ATQ31673.1			
OG0035003															rrz_ATQ31675.1			
OG0035004															rrz_ATQ31686.1			
OG0035005															rrz_ATQ31695.1			
OG0035006															rrz_ATQ31703.1			
OG0035007															rrz_ATQ31707.1			
OG0035008															rrz_ATQ31710.1			
OG0035009															rrz_ATQ31715.1			
OG0035010															rrz_ATQ31717.1			
OG0035011															rrz_ATQ31718.1			
OG0035012															rrz_ATQ31724.1			
OG0035013															rrz_ATQ31733.1			
OG0035014															rrz_ATQ31737.1			
OG0035015															rrz_ATQ31746.1			
OG0035016															rrz_ATQ31763.1			
OG0035017															rrz_ATQ31775.1			
OG0035018															rrz_ATQ31787.1			
OG0035019															rrz_ATQ31792.1			
OG0035020															rrz_ATQ31793.1			
OG0035021															rrz_ATQ31796.1			
OG0035022															rrz_ATQ31800.1			
OG0035023															rrz_ATQ31803.1			
OG0035024															rrz_ATQ31816.1			
OG0035025															rrz_ATQ31825.1			
OG0035026															rrz_ATQ31828.1			
OG0035027															rrz_ATQ31829.1			
OG0035028															rrz_ATQ31834.1			
OG0035029															rrz_ATQ31840.1			
OG0035030															rrz_ATQ31843.1			
OG0035031															rrz_ATQ31865.1			
OG0035032															rrz_ATQ31878.1			
OG0035033															rrz_ATQ31881.1			
OG0035034															rrz_ATQ31894.1			
OG0035035															rrz_ATQ31907.1			
OG0035036															rrz_ATQ31910.1			
OG0035037															rrz_ATQ31911.1			
OG0035038															rrz_ATQ31924.1			
OG0035039															rrz_ATQ31938.1			
OG0035040															rrz_ATQ31951.1			
OG0035041															rrz_ATQ31957.1			
OG0035042															rrz_ATQ31958.1			
OG0035043															rrz_ATQ31972.1			
OG0035044															rrz_ATQ31976.1			
OG0035045															rrz_ATQ31990.1			
OG0035046															rrz_ATQ31991.1			
OG0035047															rrz_ATQ31999.1			
OG0035048															rrz_ATQ32008.1			
OG0035049															rrz_ATQ32019.1			
OG0035050															rrz_ATQ32025.1			
OG0035051															rrz_ATQ32026.1			
OG0035052															rrz_ATQ32029.1			
OG0035053															rrz_ATQ32035.1			
OG0035054															rrz_ATQ32049.1			
OG0035055															rrz_ATQ32051.1			
OG0035056															rrz_ATQ32052.1			
OG0035057															rrz_ATQ32058.1			
OG0035058															rrz_ATQ32062.1			
OG0035059															rrz_ATQ32067.1			
OG0035060															rrz_ATQ32087.1			
OG0035061															rrz_ATQ32090.1			
OG0035062															rrz_ATQ32098.1			
OG0035063															rrz_ATQ32099.1			
OG0035064															rrz_ATQ32101.1			
OG0035065															rrz_ATQ32103.1			
OG0035066															rrz_ATQ32104.1			
OG0035067															rrz_ATQ32118.1			
OG0035068															rrz_ATQ32119.1			
OG0035069																shd_BAO27825.1		
OG0035070																shd_BAO27829.1		
OG0035071																shd_BAO27837.1		
OG0035072																shd_BAO27838.1		
OG0035073																shd_BAO27839.1		
OG0035074																shd_BAO27860.1		
OG0035075																shd_BAO27862.1		
OG0035076																shd_BAO27887.1		
OG0035077																shd_BAO27899.1		
OG0035078																shd_BAO27904.1		
OG0035079																shd_BAO27919.1		
OG0035080																shd_BAO27944.1		
OG0035081																shd_BAO27958.1		
OG0035082																shd_BAO27976.1		
OG0035083																shd_BAO27977.1		
OG0035084																shd_BAO27978.1		
OG0035085																shd_BAO27986.1		
OG0035086																shd_BAO27990.1		
OG0035087																shd_BAO28001.1		
OG0035088																shd_BAO28002.1		
OG0035089																shd_BAO28017.1		
OG0035090																shd_BAO28018.1		
OG0035091																shd_BAO28019.1		
OG0035092																shd_BAO28026.1		
OG0035093																shd_BAO28027.1		
OG0035094																shd_BAO28040.1		
OG0035095																shd_BAO28066.1		
OG0035096																shd_BAO28069.1		
OG0035097																shd_BAO28098.1		
OG0035098																shd_BAO28100.1		
OG0035099																shd_BAO28101.1		
OG0035100																shd_BAO28108.1		
OG0035101																shd_BAO28122.1		
OG0035102																shd_BAO28128.1		
OG0035103																shd_BAO28138.1		
OG0035104																shd_BAO28141.1		
OG0035105																shd_BAO28174.1		
OG0035106																shd_BAO28205.1		
OG0035107																shd_BAO28206.1		
OG0035108																shd_BAO28219.1		
OG0035109																shd_BAO28220.1		
OG0035110																shd_BAO28221.1		
OG0035111																shd_BAO28226.1		
OG0035112																shd_BAO28227.1		
OG0035113																shd_BAO28228.1		
OG0035114																shd_BAO28229.1		
OG0035115																shd_BAO28230.1		
OG0035116																shd_BAO28231.1		
OG0035117																shd_BAO28233.1		
OG0035118																shd_BAO28271.1		
OG0035119																shd_BAO28272.1		
OG0035120																shd_BAO28273.1		
OG0035121																shd_BAO28274.1		
OG0035122																shd_BAO28277.1		
OG0035123																shd_BAO28281.1		
OG0035124																shd_BAO28282.1		
OG0035125																shd_BAO28289.1		
OG0035126																shd_BAO28290.1		
OG0035127																shd_BAO28292.1		
OG0035128																shd_BAO28293.1		
OG0035129																shd_BAO28295.1		
OG0035130																shd_BAO28296.1		
OG0035131																shd_BAO28299.1		
OG0035132																shd_BAO28301.1		
OG0035133																shd_BAO28305.1		
OG0035134																shd_BAO28308.1		
OG0035135																shd_BAO28309.1		
OG0035136																shd_BAO28310.1		
OG0035137																shd_BAO28315.1		
OG0035138																shd_BAO28319.1		
OG0035139																shd_BAO28322.1		
OG0035140																shd_BAO28326.1		
OG0035141																shd_BAO28332.1		
OG0035142																shd_BAO28333.1		
OG0035143																shd_BAO28335.1		
OG0035144																shd_BAO28352.1		
OG0035145																shd_BAO28355.1		
OG0035146																shd_BAO28363.1		
OG0035147																shd_BAO28372.1		
OG0035148																shd_BAO28373.1		
OG0035149																shd_BAO28377.1		
OG0035150																shd_BAO28382.1		
OG0035151																shd_BAO28417.1		
OG0035152																shd_BAO28431.1		
OG0035153																shd_BAO28432.1		
OG0035154																shd_BAO28508.1		
OG0035155																shd_BAO28517.1		
OG0035156																shd_BAO28532.1		
OG0035157																shd_BAO28536.1		
OG0035158																shd_BAO28537.1		
OG0035159																shd_BAO28538.1		
OG0035160																shd_BAO28539.1		
OG0035161																shd_BAO28542.1		
OG0035162																shd_BAO28543.1		
OG0035163																shd_BAO28547.1		
OG0035164																shd_BAO28550.1		
OG0035165																shd_BAO28563.1		
OG0035166																shd_BAO28605.1		
OG0035167																shd_BAO28606.1		
OG0035168																shd_BAO28609.1		
OG0035169																shd_BAO28616.1		
OG0035170																shd_BAO28632.1		
OG0035171																shd_BAO28638.1		
OG0035172																shd_BAO28639.1		
OG0035173																shd_BAO28640.1		
OG0035174																shd_BAO28641.1		
OG0035175																shd_BAO28670.1		
OG0035176																shd_BAO28683.1		
OG0035177																shd_BAO28758.1		
OG0035178																shd_BAO28760.1		
OG0035179																shd_BAO28761.1		
OG0035180																shd_BAO28775.1		
OG0035181																shd_BAO28795.1		
OG0035182																shd_BAO28799.1		
OG0035183																shd_BAO28800.1		
OG0035184																shd_BAO28801.1		
OG0035185																shd_BAO28821.1		
OG0035186																shd_BAO28830.1		
OG0035187																shd_BAO28832.1		
OG0035188																shd_BAO28833.1		
OG0035189																shd_BAO28834.1		
OG0035190																shd_BAO28849.1		
OG0035191																shd_BAO28893.1		
OG0035192																shd_BAO28898.1		
OG0035193																shd_BAO28899.1		
OG0035194																shd_BAO28957.1		
OG0035195																shd_BAO28959.1		
OG0035196																shd_BAO28961.1		
OG0035197																shd_BAO28973.1		
OG0035198																shd_BAO28974.1		
OG0035199																shd_BAO28987.1		
OG0035200																shd_BAO28988.1		
OG0035201																shd_BAO28993.1		
OG0035202																shd_BAO29002.1		
OG0035203																shd_BAO29016.1		
OG0035204																shd_BAO29022.1		
OG0035205																shd_BAO29051.1		
OG0035206																shd_BAO29053.1		
OG0035207																shd_BAO29054.1		
OG0035208																shd_BAO29056.1		
OG0035209																shd_BAO29058.1		
OG0035210																shd_BAO29060.1		
OG0035211																shd_BAO29064.1		
OG0035212																shd_BAO29072.1		
OG0035213																shd_BAO29073.1		
OG0035214																shd_BAO29074.1		
OG0035215																shd_BAO29076.1		
OG0035216																shd_BAO29077.1		
OG0035217																shd_BAO29081.1		
OG0035218																shd_BAO29118.1		
OG0035219																shd_BAO29119.1		
OG0035220																shd_BAO29121.1		
OG0035221																shd_BAO29166.1		
OG0035222																shd_BAO29170.1		
OG0035223																shd_BAO29197.1		
OG0035224																shd_BAO29198.1		
OG0035225																shd_BAO29199.1		
OG0035226																shd_BAO29200.1		
OG0035227																shd_BAO29201.1		
OG0035228																shd_BAO29213.1		
OG0035229																shd_BAO29219.1		
OG0035230																shd_BAO29222.1		
OG0035231																shd_BAO29223.1		
OG0035232																shd_BAO29230.1		
OG0035233																shd_BAO29244.1		
OG0035234																shd_BAO29245.1		
OG0035235																shd_BAO29247.1		
OG0035236																shd_BAO29248.1		
OG0035237																shd_BAO29255.1		
OG0035238																shd_BAO29256.1		
OG0035239																shd_BAO29261.1		
OG0035240																shd_BAO29265.1		
OG0035241																shd_BAO29313.1		
OG0035242																shd_BAO29314.1		
OG0035243																shd_BAO29316.1		
OG0035244																shd_BAO29357.1		
OG0035245																shd_BAO29359.1		
OG0035246																shd_BAO29369.1		
OG0035247																shd_BAO29372.1		
OG0035248																shd_BAO29373.1		
OG0035249																shd_BAO29374.1		
OG0035250																shd_BAO29376.1		
OG0035251																shd_BAO29379.1		
OG0035252																shd_BAO29381.1		
OG0035253																shd_BAO29382.1		
OG0035254																shd_BAO29385.1		
OG0035255																shd_BAO29387.1		
OG0035256																shd_BAO29409.1		
OG0035257																shd_BAO29427.1		
OG0035258																shd_BAO29432.1		
OG0035259																shd_BAO29433.1		
OG0035260																shd_BAO29467.1		
OG0035261																shd_BAO29468.1		
OG0035262																shd_BAO29469.1		
OG0035263																shd_BAO29470.1		
OG0035264																shd_BAO29472.1		
OG0035265																shd_BAO29480.1		
OG0035266																shd_BAO29487.1		
OG0035267																shd_BAO29488.1		
OG0035268																shd_BAO29489.1		
OG0035269																shd_BAO29491.1		
OG0035270																shd_BAO29493.1		
OG0035271																shd_BAO29497.1		
OG0035272																shd_BAO29517.1		
OG0035273																shd_BAO29538.1		
OG0035274																shd_BAO29543.1		
OG0035275																shd_BAO29552.1		
OG0035276																shd_BAO29557.1		
OG0035277																shd_BAO29558.1		
OG0035278																shd_BAO29575.1		
OG0035279																shd_BAO29576.1		
OG0035280																shd_BAO29577.1		
OG0035281																shd_BAO29610.1		
OG0035282																shd_BAO29621.1		
OG0035283																shd_BAO29634.1		
OG0035284																shd_BAO29652.1		
OG0035285																shd_BAO29653.1		
OG0035286																shd_BAO29659.1		
OG0035287																shd_BAO29660.1		
OG0035288																shd_BAO29661.1		
OG0035289																shd_BAO29666.1		
OG0035290																shd_BAO29667.1		
OG0035291																shd_BAO29670.1		
OG0035292																shd_BAO29672.1		
OG0035293																shd_BAO29674.1		
OG0035294																shd_BAO29675.1		
OG0035295																shd_BAO29676.1		
OG0035296																shd_BAO29677.1		
OG0035297																shd_BAO29682.1		
OG0035298																shd_BAO29686.1		
OG0035299																shd_BAO29687.1		
OG0035300																shd_BAO29691.1		
OG0035301																shd_BAO29698.1		
OG0035302																shd_BAO29699.1		
OG0035303																shd_BAO29705.1		
OG0035304																shd_BAO29707.1		
OG0035305																shd_BAO29716.1		
OG0035306																shd_BAO29718.1		
OG0035307																shd_BAO29719.1		
OG0035308																shd_BAO29721.1		
OG0035309																shd_BAO29722.1		
OG0035310																shd_BAO29723.1		
OG0035311																shd_BAO29724.1		
OG0035312																shd_BAO29725.1		
OG0035313																shd_BAO29726.1		
OG0035314																shd_BAO29727.1		
OG0035315																shd_BAO29728.1		
OG0035316																shd_BAO29730.1		
OG0035317																shd_BAO29735.1		
OG0035318																shd_BAO29736.1		
OG0035319																shd_BAO29739.1		
OG0035320																shd_BAO29740.1		
OG0035321																shd_BAO29749.1		
OG0035322																shd_BAO29752.1		
OG0035323																shd_BAO29753.1		
OG0035324																shd_BAO29755.1		
OG0035325																shd_BAO29757.1		
OG0035326																shd_BAO29791.1		
OG0035327																shd_BAO29837.1		
OG0035328																shd_BAO29848.1		
OG0035329																shd_BAO29859.1		
OG0035330																shd_BAO29860.1		
OG0035331																shd_BAO29891.1		
OG0035332																shd_BAO29892.1		
OG0035333																shd_BAO29895.1		
OG0035334																shd_BAO29898.1		
OG0035335																shd_BAO29912.1		
OG0035336																shd_BAO29922.1		
OG0035337																shd_BAO29940.1		
OG0035338																shd_BAO29953.1		
OG0035339																shd_BAO29960.1		
OG0035340																shd_BAO29961.1		
OG0035341																shd_BAO29967.1		
OG0035342																shd_BAO29987.1		
OG0035343																shd_BAO30066.1		
OG0035344																shd_BAO30071.1		
OG0035345																shd_BAO30073.1		
OG0035346																shd_BAO30074.1		
OG0035347																shd_BAO30082.1		
OG0035348																shd_BAO30087.1		
OG0035349																shd_BAO30088.1		
OG0035350																shd_BAO30093.1		
OG0035351																shd_BAO30107.1		
OG0035352																shd_BAO30112.1		
OG0035353																shd_BAO30121.1		
OG0035354																shd_BAO30138.1		
OG0035355																shd_BAO30149.1		
OG0035356																shd_BAO30170.1		
OG0035357																shd_BAO30177.1		
OG0035358																shd_BAO30182.1		
OG0035359																shd_BAO30183.1		
OG0035360																shd_BAO30190.1		
OG0035361																shd_BAO30191.1		
OG0035362																shd_BAO30198.1		
OG0035363																shd_BAO30202.1		
OG0035364																shd_BAO30216.1		
OG0035365																shd_BAO30258.1		
OG0035366																shd_BAO30259.1		
OG0035367																shd_BAO30260.1		
OG0035368																shd_BAO30277.1		
OG0035369																shd_BAO30278.1		
OG0035370																shd_BAO30281.1		
OG0035371																shd_BAO30294.1		
OG0035372																shd_BAO30298.1		
OG0035373																shd_BAO30328.1		
OG0035374																shd_BAO30334.1		
OG0035375																shd_BAO30356.1		
OG0035376																shd_BAO30376.1		
OG0035377																shd_BAO30382.1		
OG0035378																shd_BAO30387.1		
OG0035379																shd_BAO30389.1		
OG0035380																shd_BAO30390.1		
OG0035381																shd_BAO30408.1		
OG0035382																shd_BAO30410.1		
OG0035383																shd_BAO30411.1		
OG0035384																shd_BAO30417.1		
OG0035385																shd_BAO30418.1		
OG0035386																shd_BAO30459.1		
OG0035387																shd_BAO30462.1		
OG0035388																shd_BAO30507.1		
OG0035389																shd_BAO30508.1		
OG0035390																shd_BAO30534.1		
OG0035391																shd_BAO30541.1		
OG0035392																shd_BAO30542.1		
OG0035393																shd_BAO30543.1		
OG0035394																shd_BAO30558.1		
OG0035395																shd_BAO30563.1		
OG0035396																shd_BAO30568.1		
OG0035397																shd_BAO30569.1		
OG0035398																shd_BAO30570.1		
OG0035399																shd_BAO30586.1		
OG0035400																shd_BAO30646.1		
OG0035401																shd_BAO30687.1		
OG0035402																shd_BAO30692.1		
OG0035403																shd_BAO30702.1		
OG0035404																shd_BAO30718.1		
OG0035405																shd_BAO30719.1		
OG0035406																shd_BAO30720.1		
OG0035407																shd_BAO30725.1		
OG0035408																shd_BAO30726.1		
OG0035409																shd_BAO30729.1		
OG0035410																shd_BAO30754.1		
OG0035411																shd_BAO30762.1		
OG0035412																shd_BAO30782.1		
OG0035413																shd_BAO30799.1		
OG0035414																shd_BAO30818.1		
OG0035415																shd_BAO30830.1		
OG0035416																shd_BAO30832.1		
OG0035417																shd_BAO30837.1		
OG0035418																shd_BAO30843.1		
OG0035419																shd_BAO30893.1		
OG0035420																shd_BAO30899.1		
OG0035421																shd_BAO30910.1		
OG0035422																shd_BAO30914.1		
OG0035423																shd_BAO30917.1		
OG0035424																shd_BAO30925.1		
OG0035425																shd_BAO30946.1		
OG0035426																shd_BAO30947.1		
OG0035427																shd_BAO30960.1		
OG0035428																shd_BAO30962.1		
OG0035429																shd_BAO30963.1		
OG0035430																shd_BAO30967.1		
OG0035431																shd_BAO30968.1		
OG0035432																shd_BAO30970.1		
OG0035433																shd_BAO30973.1		
OG0035434																shd_BAO30975.1		
OG0035435																shd_BAO30976.1		
OG0035436																shd_BAO30991.1		
OG0035437																shd_BAO30993.1		
OG0035438																shd_BAO30998.1		
OG0035439																shd_BAO31030.1		
OG0035440																shd_BAO31031.1		
OG0035441																shd_BAO31040.1		
OG0035442																shd_BAO31061.1		
OG0035443																shd_BAO31062.1		
OG0035444																shd_BAO31118.1		
OG0035445																shd_BAO31125.1		
OG0035446																shd_BAO31127.1		
OG0035447																shd_BAO31128.1		
OG0035448																shd_BAO31129.1		
OG0035449																shd_BAO31130.1		
OG0035450																shd_BAO31134.1		
OG0035451																shd_BAO31136.1		
OG0035452																shd_BAO31138.1		
OG0035453																shd_BAO31139.1		
OG0035454																shd_BAO31144.1		
OG0035455																shd_BAO31145.1		
OG0035456																shd_BAO31155.1		
OG0035457																shd_BAO31156.1		
OG0035458																shd_BAO31157.1		
OG0035459																shd_BAO31199.1		
OG0035460																shd_BAO31200.1		
OG0035461																shd_BAO31206.1		
OG0035462																shd_BAO31207.1		
OG0035463																shd_BAO31208.1		
OG0035464																shd_BAO31209.1		
OG0035465																shd_BAO31227.1		
OG0035466																shd_BAO31244.1		
OG0035467																shd_BAO31245.1		
OG0035468																shd_BAO31253.1		
OG0035469																shd_BAO31260.1		
OG0035470																shd_BAO31261.1		
OG0035471																shd_BAO31271.1		
OG0035472																shd_BAO31275.1		
OG0035473																shd_BAO31277.1		
OG0035474																shd_BAO31283.1		
OG0035475																shd_BAO31298.1		
OG0035476																shd_BAO31303.1		
OG0035477																shd_BAO31306.1		
OG0035478																shd_BAO31317.1		
OG0035479																shd_BAO31337.1		
OG0035480																shd_BAO31338.1		
OG0035481																shd_BAO31349.1		
OG0035482																shd_BAO31350.1		
OG0035483																shd_BAO31351.1		
OG0035484																shd_BAO31352.1		
OG0035485																shd_BAO31353.1		
OG0035486																shd_BAO31354.1		
OG0035487																shd_BAO31355.1		
OG0035488																shd_BAO31357.1		
OG0035489																shd_BAO31358.1		
OG0035490																shd_BAO31359.1		
OG0035491																shd_BAO31365.1		
OG0035492																shd_BAO31366.1		
OG0035493																shd_BAO31375.1		
OG0035494																shd_BAO31384.1		
OG0035495																	sscu_ASE33040.1	
OG0035496																	sscu_ASE33045.1	
OG0035497																	sscu_ASE33048.1	
OG0035498																	sscu_ASE33050.1	
OG0035499																	sscu_ASE33060.1	
OG0035500																	sscu_ASE33063.1	
OG0035501																	sscu_ASE33065.1	
OG0035502																	sscu_ASE33074.1	
OG0035503																	sscu_ASE33076.1	
OG0035504																	sscu_ASE33079.1	
OG0035505																	sscu_ASE33081.1	
OG0035506																	sscu_ASE33085.1	
OG0035507																	sscu_ASE33101.1	
OG0035508																	sscu_ASE33108.1	
OG0035509																	sscu_ASE33110.1	
OG0035510																	sscu_ASE33116.1	
OG0035511																	sscu_ASE33127.1	
OG0035512																	sscu_ASE33129.1	
OG0035513																	sscu_ASE33133.1	
OG0035514																	sscu_ASE33142.1	
OG0035515																	sscu_ASE33143.1	
OG0035516																	sscu_ASE33144.1	
OG0035517																	sscu_ASE33162.1	
OG0035518																	sscu_ASE33163.1	
OG0035519																	sscu_ASE33165.1	
OG0035520																	sscu_ASE33172.1	
OG0035521																	sscu_ASE33180.1	
OG0035522																	sscu_ASE33181.1	
OG0035523																	sscu_ASE33184.1	
OG0035524																	sscu_ASE33196.1	
OG0035525																	sscu_ASE33210.1	
OG0035526																	sscu_ASE33218.1	
OG0035527																	sscu_ASE33223.1	
OG0035528																	sscu_ASE33224.1	
OG0035529																	sscu_ASE33226.1	
OG0035530																	sscu_ASE33228.1	
OG0035531																	sscu_ASE33229.1	
OG0035532																	sscu_ASE33241.1	
OG0035533																	sscu_ASE33248.1	
OG0035534																	sscu_ASE33253.1	
OG0035535																	sscu_ASE33262.1	
OG0035536																	sscu_ASE33265.1	
OG0035537																	sscu_ASE33267.1	
OG0035538																	sscu_ASE33280.1	
OG0035539																	sscu_ASE33289.1	
OG0035540																	sscu_ASE33290.1	
OG0035541																	sscu_ASE33296.1	
OG0035542																	sscu_ASE33300.1	
OG0035543																	sscu_ASE33301.1	
OG0035544																	sscu_ASE33304.1	
OG0035545																	sscu_ASE33305.1	
OG0035546																	sscu_ASE33308.1	
OG0035547																	sscu_ASE33311.1	
OG0035548																	sscu_ASE33314.1	
OG0035549																	sscu_ASE33325.1	
OG0035550																	sscu_ASE33333.1	
OG0035551																	sscu_ASE33338.1	
OG0035552																	sscu_ASE33349.1	
OG0035553																	sscu_ASE33354.1	
OG0035554																	sscu_ASE33359.1	
OG0035555																	sscu_ASE33360.1	
OG0035556																	sscu_ASE33370.1	
OG0035557																	sscu_ASE33378.1	
OG0035558																	sscu_ASE33385.1	
OG0035559																	sscu_ASE33390.1	
OG0035560																	sscu_ASE33394.1	
OG0035561																	sscu_ASE33398.1	
OG0035562																	sscu_ASE33404.1	
OG0035563																	sscu_ASE33406.1	
OG0035564																	sscu_ASE33408.1	
OG0035565																	sscu_ASE33409.1	
OG0035566																	sscu_ASE33410.1	
OG0035567																	sscu_ASE33411.1	
OG0035568																	sscu_ASE33424.1	
OG0035569																	sscu_ASE33434.1	
OG0035570																	sscu_ASE33448.1	
OG0035571																	sscu_ASE33449.1	
OG0035572																	sscu_ASE33453.1	
OG0035573																	sscu_ASE33454.1	
OG0035574																	sscu_ASE33455.1	
OG0035575																	sscu_ASE33457.1	
OG0035576																	sscu_ASE33458.1	
OG0035577																	sscu_ASE33461.1	
OG0035578																	sscu_ASE33497.1	
OG0035579																	sscu_ASE33498.1	
OG0035580																	sscu_ASE33500.1	
OG0035581																	sscu_ASE33504.1	
OG0035582																	sscu_ASE33506.1	
OG0035583																	sscu_ASE33513.1	
OG0035584																	sscu_ASE33515.1	
OG0035585																	sscu_ASE33516.1	
OG0035586																	sscu_ASE33517.1	
OG0035587																	sscu_ASE33519.1	
OG0035588																	sscu_ASE33521.1	
OG0035589																	sscu_ASE33538.1	
OG0035590																	sscu_ASE33541.1	
OG0035591																	sscu_ASE33542.1	
OG0035592																	sscu_ASE33543.1	
OG0035593																	sscu_ASE33544.1	
OG0035594																	sscu_ASE33546.1	
OG0035595																	sscu_ASE33552.1	
OG0035596																	sscu_ASE33554.1	
OG0035597																	sscu_ASE33571.1	
OG0035598																	sscu_ASE33579.1	
OG0035599																	sscu_ASE33583.1	
OG0035600																	sscu_ASE33598.1	
OG0035601																	sscu_ASE33599.1	
OG0035602																	sscu_ASE33603.1	
OG0035603																	sscu_ASE33609.1	
OG0035604																	sscu_ASE33630.1	
OG0035605																	sscu_ASE33646.1	
OG0035606																	sscu_ASE33647.1	
OG0035607																	sscu_ASE33653.1	
OG0035608																	sscu_ASE33659.1	
OG0035609																	sscu_ASE33660.1	
OG0035610																	sscu_ASE33661.1	
OG0035611																	sscu_ASE33662.1	
OG0035612																	sscu_ASE33663.1	
OG0035613																	sscu_ASE33664.1	
OG0035614																	sscu_ASE33665.1	
OG0035615																	sscu_ASE33666.1	
OG0035616																	sscu_ASE33673.1	
OG0035617																	sscu_ASE33677.1	
OG0035618																	sscu_ASE33678.1	
OG0035619																	sscu_ASE33689.1	
OG0035620																	sscu_ASE33694.1	
OG0035621																	sscu_ASE33697.1	
OG0035622																	sscu_ASE33698.1	
OG0035623																	sscu_ASE33701.1	
OG0035624																	sscu_ASE33711.1	
OG0035625																	sscu_ASE33713.1	
OG0035626																	sscu_ASE33720.1	
OG0035627																	sscu_ASE33725.1	
OG0035628																	sscu_ASE33726.1	
OG0035629																	sscu_ASE33727.1	
OG0035630																	sscu_ASE33729.1	
OG0035631																	sscu_ASE33731.1	
OG0035632																	sscu_ASE33738.1	
OG0035633																	sscu_ASE33739.1	
OG0035634																	sscu_ASE33740.1	
OG0035635																	sscu_ASE33741.1	
OG0035636																	sscu_ASE33744.1	
OG0035637																	sscu_ASE33752.1	
OG0035638																	sscu_ASE33753.1	
OG0035639																	sscu_ASE33755.1	
OG0035640																	sscu_ASE33760.1	
OG0035641																	sscu_ASE33782.1	
OG0035642																	sscu_ASE33783.1	
OG0035643																	sscu_ASE33785.1	
OG0035644																	sscu_ASE33788.1	
OG0035645																	sscu_ASE33790.1	
OG0035646																	sscu_ASE33793.1	
OG0035647																	sscu_ASE33794.1	
