Orthogroup	adv	ath	aza	azd	azi
OG0012539		ath_NP_001331093.1			
OG0012540		ath_NP_001331106.1			
OG0012541		ath_NP_001331185.1			
OG0012542		ath_NP_001331220.1			
OG0012543		ath_NP_001331223.1			
OG0012544		ath_NP_001331226.1			
OG0012545		ath_NP_001331246.1			
OG0012546		ath_NP_001331257.1			
OG0012547		ath_NP_001331323.1			
OG0012548		ath_NP_001331385.1			
OG0012549		ath_NP_001331424.1			
OG0012550		ath_NP_001331511.1			
OG0012551		ath_NP_001331602.1			
OG0012552		ath_NP_001331678.1			
OG0012553		ath_NP_001331802.1			
OG0012554		ath_NP_001331888.1			
OG0012555		ath_NP_001331988.1			
OG0012556		ath_NP_001332050.1			
OG0012557		ath_NP_001332187.1			
OG0012558		ath_NP_001332191.1			
OG0012559		ath_NP_001332235.1			
OG0012560		ath_NP_001332240.1			
OG0012561		ath_NP_001332241.1			
OG0012562		ath_NP_001332254.1			
OG0012563		ath_NP_001332266.1			
OG0012564		ath_NP_001332274.1			
OG0012565		ath_NP_001332278.1			
OG0012566		ath_NP_001332281.1			
OG0012567		ath_NP_001332341.1			
OG0012568		ath_NP_001332354.1			
OG0012569		ath_NP_001332357.1			
OG0012570		ath_NP_001332368.1			
OG0012571		ath_NP_001332371.1			
OG0012572		ath_NP_001332472.1			
OG0012573		ath_NP_001332475.1			
OG0012574		ath_NP_001332478.1			
OG0012575		ath_NP_001332490.1			
OG0012576		ath_NP_001332495.1			
OG0012577		ath_NP_001332509.1			
OG0012578		ath_NP_001332524.1			
OG0012579		ath_NP_001332543.1			
OG0012580		ath_NP_001332548.1			
OG0012581		ath_NP_001332558.1			
OG0012582		ath_NP_001332671.1			
OG0012583		ath_NP_001332672.1			
OG0012584		ath_NP_001332696.1			
OG0012585		ath_NP_001332697.1			
OG0012586		ath_NP_001332698.1			
OG0012587		ath_NP_001332699.1			
OG0012588		ath_NP_001332739.1			
OG0012589		ath_NP_001332744.1			
OG0012590		ath_NP_001332752.1			
OG0012591		ath_NP_001336501.1			
OG0012592		ath_NP_001336502.1			
OG0012593		ath_NP_001336503.1			
OG0012594		ath_NP_001336504.1			
OG0012595		ath_NP_001336505.1			
OG0012596		ath_NP_001336506.1			
OG0012597		ath_NP_001336507.1			
OG0012598		ath_NP_001336508.1			
OG0012599		ath_NP_001336509.1			
OG0012600		ath_NP_001336510.1			
OG0012601		ath_NP_001336512.1			
OG0012602		ath_NP_001336513.1			
OG0012603		ath_NP_001336514.1			
OG0012604		ath_NP_001336515.1			
OG0012605		ath_NP_001336516.1			
OG0012606		ath_NP_001336517.1			
OG0012607		ath_NP_001336518.1			
OG0012608		ath_NP_001336519.1			
OG0012609		ath_NP_001336520.1			
OG0012610		ath_NP_001336521.1			
OG0012611		ath_NP_001336522.1			
OG0012612		ath_NP_001336523.1			
OG0012613		ath_NP_001336524.1			
OG0012614		ath_NP_001336525.1			
OG0012615		ath_NP_001336526.1			
OG0012616		ath_NP_001336527.1			
OG0012617		ath_NP_001336528.1			
OG0012618		ath_NP_001336529.1			
OG0012619		ath_NP_001336530.1			
OG0012620		ath_NP_001336531.1			
OG0012621		ath_NP_001336532.1			
OG0012622		ath_NP_001336533.1			
OG0012623		ath_NP_001336534.1			
OG0012624		ath_NP_001336535.1			
OG0012625		ath_NP_001336536.1			
OG0012626		ath_NP_027420.1			
OG0012627		ath_NP_027545.1			
OG0012628		ath_NP_027676.1			
OG0012629		ath_NP_029426.1			
OG0012630		ath_NP_029430.1			
OG0012631		ath_NP_030274.1			
OG0012632		ath_NP_030665.1			
OG0012633		ath_NP_051040.2			
OG0012634		ath_NP_051041.1			
OG0012635		ath_NP_051042.1			
OG0012636		ath_NP_051043.1			
OG0012637		ath_NP_051045.1			
OG0012638		ath_NP_051049.1			
OG0012639		ath_NP_051052.1			
OG0012640		ath_NP_051053.1			
OG0012641		ath_NP_051056.1			
OG0012642		ath_NP_051060.2			
OG0012643		ath_NP_051062.1			
OG0012644		ath_NP_051065.1			
OG0012645		ath_NP_051069.1			
OG0012646		ath_NP_051070.1			
OG0012647		ath_NP_051072.1			
OG0012648		ath_NP_051073.1			
OG0012649		ath_NP_051074.1			
OG0012650		ath_NP_051075.1			
OG0012651		ath_NP_051076.1			
OG0012652		ath_NP_051077.1			
OG0012653		ath_NP_051078.1			
OG0012654		ath_NP_051079.1			
OG0012655		ath_NP_051080.1			
OG0012656		ath_NP_051082.1			
OG0012657		ath_NP_051083.1			
OG0012658		ath_NP_051085.1			
OG0012659		ath_NP_051086.1			
OG0012660		ath_NP_051087.1			
OG0012661		ath_NP_051088.1			
OG0012662		ath_NP_051107.1			
OG0012663		ath_NP_051110.1			
OG0012664		ath_NP_051112.1			
OG0012665		ath_NP_051113.1			
OG0012666		ath_NP_171626.2			
OG0012667		ath_NP_171647.1			
OG0012668		ath_NP_171686.1			
OG0012669		ath_NP_171716.1			
OG0012670		ath_NP_171720.2			
OG0012671		ath_NP_171734.1			
OG0012672		ath_NP_171737.1			
OG0012673		ath_NP_171755.1			
OG0012674		ath_NP_171768.2			
OG0012675		ath_NP_171771.1			
OG0012676		ath_NP_171796.1			
OG0012677		ath_NP_171799.2			
OG0012678		ath_NP_171831.1			
OG0012679		ath_NP_171835.1			
OG0012680		ath_NP_171861.1			
OG0012681		ath_NP_171871.2			
OG0012682		ath_NP_171872.2			
OG0012683		ath_NP_171878.1			
OG0012684		ath_NP_171917.1			
OG0012685		ath_NP_171956.2			
OG0012686		ath_NP_171961.1			
OG0012687		ath_NP_172025.1			
OG0012688		ath_NP_172027.2			
OG0012689		ath_NP_172035.3			
OG0012690		ath_NP_172091.1			
OG0012691		ath_NP_172121.2			
OG0012692		ath_NP_172134.1			
OG0012693		ath_NP_172138.2			
OG0012694		ath_NP_172142.2			
OG0012695		ath_NP_172143.3			
OG0012696		ath_NP_172146.2			
OG0012697		ath_NP_172176.1			
OG0012698		ath_NP_172193.2			
OG0012699		ath_NP_172201.1			
OG0012700		ath_NP_172231.2			
OG0012701		ath_NP_172239.1			
OG0012702		ath_NP_172240.1			
OG0012703		ath_NP_172261.1			
OG0012704		ath_NP_172275.1			
OG0012705		ath_NP_172297.2			
OG0012706		ath_NP_172330.1			
OG0012707		ath_NP_172334.1			
OG0012708		ath_NP_172337.1			
OG0012709		ath_NP_172387.1			
OG0012710		ath_NP_172397.1			
OG0012711		ath_NP_172400.2			
OG0012712		ath_NP_172416.2			
OG0012713		ath_NP_172433.2			
OG0012714		ath_NP_172447.1			
OG0012715		ath_NP_172461.1			
OG0012716		ath_NP_172520.1			
OG0012717		ath_NP_172562.2			
OG0012718		ath_NP_172599.1			
OG0012719		ath_NP_172641.2			
OG0012720		ath_NP_172643.1			
OG0012721		ath_NP_172654.2			
OG0012722		ath_NP_172709.2			
OG0012723		ath_NP_172740.1			
OG0012724		ath_NP_172743.1			
OG0012725		ath_NP_172762.2			
OG0012726		ath_NP_172791.1			
OG0012727		ath_NP_172816.2			
OG0012728		ath_NP_172823.1			
OG0012729		ath_NP_172831.2			
OG0012730		ath_NP_172840.1			
OG0012731		ath_NP_172938.2			
OG0012732		ath_NP_172965.1			
OG0012733		ath_NP_172989.1			
OG0012734		ath_NP_172994.1			
OG0012735		ath_NP_173018.2			
OG0012736		ath_NP_173036.1			
OG0012737		ath_NP_173042.1			
OG0012738		ath_NP_173117.1			
OG0012739		ath_NP_173123.1			
OG0012740		ath_NP_173131.1			
OG0012741		ath_NP_173134.2			
OG0012742		ath_NP_173176.1			
OG0012743		ath_NP_173251.1			
OG0012744		ath_NP_173260.1			
OG0012745		ath_NP_173381.1			
OG0012746		ath_NP_173392.1			
OG0012747		ath_NP_173427.1			
OG0012748		ath_NP_173433.1			
OG0012749		ath_NP_173550.1			
OG0012750		ath_NP_173570.1			
OG0012751		ath_NP_173571.2			
OG0012752		ath_NP_173584.5			
OG0012753		ath_NP_173620.1			
OG0012754		ath_NP_173631.2			
OG0012755		ath_NP_173658.1			
OG0012756		ath_NP_173742.1			
OG0012757		ath_NP_173777.1			
OG0012758		ath_NP_173817.2			
OG0012759		ath_NP_173838.1			
OG0012760		ath_NP_173841.1			
OG0012761		ath_NP_173849.1			
OG0012762		ath_NP_173893.1			
OG0012763		ath_NP_173934.2			
OG0012764		ath_NP_173953.1			
OG0012765		ath_NP_173959.1			
OG0012766		ath_NP_173961.3			
OG0012767		ath_NP_173986.2			
OG0012768		ath_NP_174006.2			
OG0012769		ath_NP_174025.4			
OG0012770		ath_NP_174085.1			
OG0012771		ath_NP_174088.1			
OG0012772		ath_NP_174135.1			
OG0012773		ath_NP_174153.2			
OG0012774		ath_NP_174202.1			
OG0012775		ath_NP_174241.1			
OG0012776		ath_NP_174292.2			
OG0012777		ath_NP_174304.1			
OG0012778		ath_NP_174316.2			
OG0012779		ath_NP_174327.1			
OG0012780		ath_NP_174346.1			
OG0012781		ath_NP_174383.1			
OG0012782		ath_NP_174412.1			
OG0012783		ath_NP_174418.1			
OG0012784		ath_NP_174426.2			
OG0012785		ath_NP_174433.2			
OG0012786		ath_NP_174437.1			
OG0012787		ath_NP_174447.2			
OG0012788		ath_NP_174458.2			
OG0012789		ath_NP_174478.1			
OG0012790		ath_NP_174479.1			
OG0012791		ath_NP_174530.2			
OG0012792		ath_NP_174534.1			
OG0012793		ath_NP_174566.1			
OG0012794		ath_NP_174626.1			
OG0012795		ath_NP_174644.1			
OG0012796		ath_NP_174804.4			
OG0012797		ath_NP_174852.1			
OG0012798		ath_NP_174946.1			
OG0012799		ath_NP_174960.1			
OG0012800		ath_NP_175019.1			
OG0012801		ath_NP_175034.1			
OG0012802		ath_NP_175036.1			
OG0012803		ath_NP_175049.1			
OG0012804		ath_NP_175063.1			
OG0012805		ath_NP_175085.1			
OG0012806		ath_NP_175087.1			
OG0012807		ath_NP_175119.1			
OG0012808		ath_NP_175143.1			
OG0012809		ath_NP_175197.1			
OG0012810		ath_NP_175254.2			
OG0012811		ath_NP_175264.3			
OG0012812		ath_NP_175305.1			
OG0012813		ath_NP_175337.2			
OG0012814		ath_NP_175341.1			
OG0012815		ath_NP_175356.1			
OG0012816		ath_NP_175399.2			
OG0012817		ath_NP_175402.2			
OG0012818		ath_NP_175424.1			
OG0012819		ath_NP_175439.2			
OG0012820		ath_NP_175480.1			
OG0012821		ath_NP_175486.2			
OG0012822		ath_NP_175519.1			
OG0012823		ath_NP_175576.1			
OG0012824		ath_NP_175584.1			
OG0012825		ath_NP_175606.2			
OG0012826		ath_NP_175648.2			
OG0012827		ath_NP_175721.1			
OG0012828		ath_NP_175757.1			
OG0012829		ath_NP_175816.1			
OG0012830		ath_NP_175843.1			
OG0012831		ath_NP_175844.1			
OG0012832		ath_NP_175906.1			
OG0012833		ath_NP_175918.1			
OG0012834		ath_NP_175963.1			
OG0012835		ath_NP_176015.1			
OG0012836		ath_NP_176023.1			
OG0012837		ath_NP_176045.1			
OG0012838		ath_NP_176104.1			
OG0012839		ath_NP_176111.1			
OG0012840		ath_NP_176222.2			
OG0012841		ath_NP_176289.7			
OG0012842		ath_NP_176296.2			
OG0012843		ath_NP_176311.2			
OG0012844		ath_NP_176370.2			
OG0012845		ath_NP_176371.1			
OG0012846		ath_NP_176383.2			
OG0012847		ath_NP_176398.1			
OG0012848		ath_NP_176412.1			
OG0012849		ath_NP_176414.1			
OG0012850		ath_NP_176466.1			
OG0012851		ath_NP_176638.1			
OG0012852		ath_NP_176641.2			
OG0012853		ath_NP_176647.1			
OG0012854		ath_NP_176677.1			
OG0012855		ath_NP_176682.1			
OG0012856		ath_NP_176683.1			
OG0012857		ath_NP_176702.2			
OG0012858		ath_NP_176782.1			
OG0012859		ath_NP_176872.1			
OG0012860		ath_NP_176930.2			
OG0012861		ath_NP_176940.1			
OG0012862		ath_NP_176952.2			
OG0012863		ath_NP_176960.1			
OG0012864		ath_NP_176963.2			
OG0012865		ath_NP_177002.1			
OG0012866		ath_NP_177039.1			
OG0012867		ath_NP_177041.3			
OG0012868		ath_NP_177106.1			
OG0012869		ath_NP_177149.2			
OG0012870		ath_NP_177172.6			
OG0012871		ath_NP_177177.2			
OG0012872		ath_NP_177187.2			
OG0012873		ath_NP_177233.1			
OG0012874		ath_NP_177290.3			
OG0012875		ath_NP_177291.2			
OG0012876		ath_NP_177318.1			
OG0012877		ath_NP_177324.2			
OG0012878		ath_NP_177348.1			
OG0012879		ath_NP_177351.1			
OG0012880		ath_NP_177353.2			
OG0012881		ath_NP_177364.2			
OG0012882		ath_NP_177388.2			
OG0012883		ath_NP_177402.1			
OG0012884		ath_NP_177493.1			
OG0012885		ath_NP_177513.2			
OG0012886		ath_NP_177565.1			
OG0012887		ath_NP_177638.2			
OG0012888		ath_NP_177656.2			
OG0012889		ath_NP_177698.1			
OG0012890		ath_NP_177715.1			
OG0012891		ath_NP_177733.2			
OG0012892		ath_NP_177752.1			
OG0012893		ath_NP_177802.2			
OG0012894		ath_NP_177817.1			
OG0012895		ath_NP_177829.5			
OG0012896		ath_NP_177879.3			
OG0012897		ath_NP_177891.1			
OG0012898		ath_NP_177894.1			
OG0012899		ath_NP_177898.1			
OG0012900		ath_NP_177914.1			
OG0012901		ath_NP_178025.1			
OG0012902		ath_NP_178036.2			
OG0012903		ath_NP_178038.1			
OG0012904		ath_NP_178091.2			
OG0012905		ath_NP_178103.1			
OG0012906		ath_NP_178151.1			
OG0012907		ath_NP_178207.1			
OG0012908		ath_NP_178286.1			
OG0012909		ath_NP_178318.1			
OG0012910		ath_NP_178348.1			
OG0012911		ath_NP_178363.1			
OG0012912		ath_NP_178407.2			
OG0012913		ath_NP_178412.1			
OG0012914		ath_NP_178417.1			
OG0012915		ath_NP_178430.2			
OG0012916		ath_NP_178442.2			
OG0012917		ath_NP_178465.1			
OG0012918		ath_NP_178476.1			
OG0012919		ath_NP_178477.1			
OG0012920		ath_NP_178494.1			
OG0012921		ath_NP_178511.2			
OG0012922		ath_NP_178519.1			
OG0012923		ath_NP_178521.1			
OG0012924		ath_NP_178564.1			
OG0012925		ath_NP_178597.1			
OG0012926		ath_NP_178601.2			
OG0012927		ath_NP_178626.1			
OG0012928		ath_NP_178683.2			
OG0012929		ath_NP_178717.1			
OG0012930		ath_NP_178738.4			
OG0012931		ath_NP_178739.1			
OG0012932		ath_NP_178741.1			
OG0012933		ath_NP_178783.1			
OG0012934		ath_NP_178784.1			
OG0012935		ath_NP_178789.1			
OG0012936		ath_NP_178792.3			
OG0012937		ath_NP_178795.1			
OG0012938		ath_NP_178799.1			
OG0012939		ath_NP_178800.1			
OG0012940		ath_NP_178801.1			
OG0012941		ath_NP_178802.1			
OG0012942		ath_NP_178805.1			
OG0012943		ath_NP_178808.1			
OG0012944		ath_NP_178829.1			
OG0012945		ath_NP_178867.1			
OG0012946		ath_NP_178899.1			
OG0012947		ath_NP_178939.2			
OG0012948		ath_NP_178944.1			
OG0012949		ath_NP_178973.1			
OG0012950		ath_NP_178989.1			
OG0012951		ath_NP_178993.1			
OG0012952		ath_NP_179046.1			
OG0012953		ath_NP_179053.1			
OG0012954		ath_NP_179077.1			
OG0012955		ath_NP_179082.1			
OG0012956		ath_NP_179088.1			
OG0012957		ath_NP_179200.1			
OG0012958		ath_NP_179227.1			
OG0012959		ath_NP_179254.2			
OG0012960		ath_NP_179316.2			
OG0012961		ath_NP_179349.2			
OG0012962		ath_NP_179386.1			
OG0012963		ath_NP_179417.1			
OG0012964		ath_NP_179419.1			
OG0012965		ath_NP_179482.1			
OG0012966		ath_NP_179487.1			
OG0012967		ath_NP_179517.1			
OG0012968		ath_NP_179519.1			
OG0012969		ath_NP_179520.1			
OG0012970		ath_NP_179522.1			
OG0012971		ath_NP_179532.1			
OG0012972		ath_NP_179535.1			
OG0012973		ath_NP_179560.1			
OG0012974		ath_NP_179597.1			
OG0012975		ath_NP_179605.4			
OG0012976		ath_NP_179618.1			
OG0012977		ath_NP_179623.1			
OG0012978		ath_NP_179638.1			
OG0012979		ath_NP_179640.1			
OG0012980		ath_NP_179688.1			
OG0012981		ath_NP_179694.2			
OG0012982		ath_NP_179711.2			
OG0012983		ath_NP_179748.2			
OG0012984		ath_NP_179791.1			
OG0012985		ath_NP_179799.2			
OG0012986		ath_NP_179819.1			
OG0012987		ath_NP_179821.1			
OG0012988		ath_NP_179849.2			
OG0012989		ath_NP_179867.1			
OG0012990		ath_NP_179925.1			
OG0012991		ath_NP_179964.2			
OG0012992		ath_NP_180051.1			
OG0012993		ath_NP_180150.1			
OG0012994		ath_NP_180181.1			
OG0012995		ath_NP_180191.1			
OG0012996		ath_NP_180214.1			
OG0012997		ath_NP_180257.3			
OG0012998		ath_NP_180295.1			
OG0012999		ath_NP_180307.1			
OG0013000		ath_NP_180308.1			
OG0013001		ath_NP_180377.2			
OG0013002		ath_NP_180380.3			
OG0013003		ath_NP_180427.1			
OG0013004		ath_NP_180481.1			
OG0013005		ath_NP_180516.1			
OG0013006		ath_NP_180571.3			
OG0013007		ath_NP_180587.2			
OG0013008		ath_NP_180602.1			
OG0013009		ath_NP_180615.1			
OG0013010		ath_NP_180634.1			
OG0013011		ath_NP_180654.1			
OG0013012		ath_NP_180664.2			
OG0013013		ath_NP_180692.3			
OG0013014		ath_NP_180711.4			
OG0013015		ath_NP_180728.1			
OG0013016		ath_NP_180744.1			
OG0013017		ath_NP_180747.1			
OG0013018		ath_NP_180752.2			
OG0013019		ath_NP_180795.1			
OG0013020		ath_NP_180818.2			
OG0013021		ath_NP_180839.2			
OG0013022		ath_NP_180848.1			
OG0013023		ath_NP_180863.1			
OG0013024		ath_NP_180876.1			
OG0013025		ath_NP_180910.1			
OG0013026		ath_NP_180921.1			
OG0013027		ath_NP_180929.1			
OG0013028		ath_NP_180959.1			
OG0013029		ath_NP_180974.1			
OG0013030		ath_NP_181006.1			
OG0013031		ath_NP_181011.2			
OG0013032		ath_NP_181043.1			
OG0013033		ath_NP_181073.1			
OG0013034		ath_NP_181115.2			
OG0013035		ath_NP_181118.1			
OG0013036		ath_NP_181147.1			
OG0013037		ath_NP_181156.1			
OG0013038		ath_NP_181166.3			
OG0013039		ath_NP_181185.1			
OG0013040		ath_NP_181270.1			
OG0013041		ath_NP_181297.1			
OG0013042		ath_NP_181336.1			
OG0013043		ath_NP_181349.1			
OG0013044		ath_NP_181369.1			
OG0013045		ath_NP_181403.2			
OG0013046		ath_NP_181413.2			
OG0013047		ath_NP_181441.3			
OG0013048		ath_NP_181449.1			
OG0013049		ath_NP_181450.1			
OG0013050		ath_NP_181459.4			
OG0013051		ath_NP_181461.1			
OG0013052		ath_NP_181484.1			
OG0013053		ath_NP_181548.2			
OG0013054		ath_NP_181587.2			
OG0013055		ath_NP_181602.2			
OG0013056		ath_NP_181631.1			
OG0013057		ath_NP_181645.1			
OG0013058		ath_NP_181673.1			
OG0013059		ath_NP_181686.2			
OG0013060		ath_NP_181692.2			
OG0013061		ath_NP_181696.1			
OG0013062		ath_NP_181706.2			
OG0013063		ath_NP_181726.1			
OG0013064		ath_NP_181741.1			
OG0013065		ath_NP_181763.2			
OG0013066		ath_NP_181784.1			
OG0013067		ath_NP_181812.1			
OG0013068		ath_NP_181818.1			
OG0013069		ath_NP_181844.1			
OG0013070		ath_NP_181854.1			
OG0013071		ath_NP_181859.1			
OG0013072		ath_NP_181867.2			
OG0013073		ath_NP_181873.1			
OG0013074		ath_NP_181927.1			
OG0013075		ath_NP_181964.1			
OG0013076		ath_NP_182004.2			
OG0013077		ath_NP_182103.1			
OG0013078		ath_NP_182110.1			
OG0013079		ath_NP_182159.1			
OG0013080		ath_NP_182175.1			
OG0013081		ath_NP_182186.1			
OG0013082		ath_NP_182242.1			
OG0013083		ath_NP_182265.1			
OG0013084		ath_NP_182290.1			
OG0013085		ath_NP_186767.1			
OG0013086		ath_NP_186774.1			
OG0013087		ath_NP_186829.3			
OG0013088		ath_NP_186845.1			
OG0013089		ath_NP_186854.1			
OG0013090		ath_NP_186871.1			
OG0013091		ath_NP_186894.1			
OG0013092		ath_NP_186917.2			
OG0013093		ath_NP_186920.2			
OG0013094		ath_NP_186971.1			
OG0013095		ath_NP_187010.1			
OG0013096		ath_NP_187013.1			
OG0013097		ath_NP_187076.2			
OG0013098		ath_NP_187084.6			
OG0013099		ath_NP_187098.2			
OG0013100		ath_NP_187125.1			
OG0013101		ath_NP_187130.1			
OG0013102		ath_NP_187133.3			
OG0013103		ath_NP_187146.2			
OG0013104		ath_NP_187151.1			
OG0013105		ath_NP_187159.1			
OG0013106		ath_NP_187161.1			
OG0013107		ath_NP_187184.2			
OG0013108		ath_NP_187300.3			
OG0013109		ath_NP_187343.2			
OG0013110		ath_NP_187346.1			
OG0013111		ath_NP_187354.1			
OG0013112		ath_NP_187361.1			
OG0013113		ath_NP_187371.1			
OG0013114		ath_NP_187379.1			
OG0013115		ath_NP_187412.1			
OG0013116		ath_NP_187436.1			
OG0013117		ath_NP_187465.1			
OG0013118		ath_NP_187517.1			
OG0013119		ath_NP_187539.1			
OG0013120		ath_NP_187569.1			
OG0013121		ath_NP_187597.2			
OG0013122		ath_NP_187617.1			
OG0013123		ath_NP_187625.2			
OG0013124		ath_NP_187633.2			
OG0013125		ath_NP_187664.2			
OG0013126		ath_NP_187679.1			
OG0013127		ath_NP_187723.1			
OG0013128		ath_NP_187726.2			
OG0013129		ath_NP_187777.1			
OG0013130		ath_NP_187808.3			
OG0013131		ath_NP_187822.2			
OG0013132		ath_NP_187826.1			
OG0013133		ath_NP_187884.1			
OG0013134		ath_NP_187891.1			
OG0013135		ath_NP_187902.1			
OG0013136		ath_NP_187920.1			
OG0013137		ath_NP_187939.1			
OG0013138		ath_NP_187945.1			
OG0013139		ath_NP_187992.2			
OG0013140		ath_NP_188010.1			
OG0013141		ath_NP_188045.1			
OG0013142		ath_NP_188051.1			
OG0013143		ath_NP_188066.1			
OG0013144		ath_NP_188108.1			
OG0013145		ath_NP_188109.1			
OG0013146		ath_NP_188133.2			
OG0013147		ath_NP_188137.1			
OG0013148		ath_NP_188174.4			
OG0013149		ath_NP_188188.1			
OG0013150		ath_NP_188212.1			
OG0013151		ath_NP_188221.2			
OG0013152		ath_NP_188241.4			
OG0013153		ath_NP_188295.2			
OG0013154		ath_NP_188324.1			
OG0013155		ath_NP_188328.5			
OG0013156		ath_NP_188341.2			
OG0013157		ath_NP_188372.1			
OG0013158		ath_NP_188379.1			
OG0013159		ath_NP_188408.1			
OG0013160		ath_NP_188410.2			
OG0013161		ath_NP_188453.1			
OG0013162		ath_NP_188460.1			
OG0013163		ath_NP_188480.1			
OG0013164		ath_NP_188488.1			
OG0013165		ath_NP_188490.1			
OG0013166		ath_NP_188503.2			
OG0013167		ath_NP_188509.1			
OG0013168		ath_NP_188597.1			
OG0013169		ath_NP_188599.1			
OG0013170		ath_NP_188652.1			
OG0013171		ath_NP_188669.1			
OG0013172		ath_NP_188678.1			
OG0013173		ath_NP_188682.1			
OG0013174		ath_NP_188685.2			
OG0013175		ath_NP_188704.1			
OG0013176		ath_NP_188714.2			
OG0013177		ath_NP_188715.2			
OG0013178		ath_NP_188726.1			
OG0013179		ath_NP_188773.1			
OG0013180		ath_NP_188777.1			
OG0013181		ath_NP_188898.1			
OG0013182		ath_NP_188905.1			
OG0013183		ath_NP_188907.2			
OG0013184		ath_NP_188931.1			
OG0013185		ath_NP_189040.3			
OG0013186		ath_NP_189058.1			
OG0013187		ath_NP_189067.1			
OG0013188		ath_NP_189070.1			
OG0013189		ath_NP_189086.1			
OG0013190		ath_NP_189107.4			
OG0013191		ath_NP_189146.1			
OG0013192		ath_NP_189149.2			
OG0013193		ath_NP_189187.2			
OG0013194		ath_NP_189288.1			
OG0013195		ath_NP_189290.1			
OG0013196		ath_NP_189308.1			
OG0013197		ath_NP_189310.2			
OG0013198		ath_NP_189331.2			
OG0013199		ath_NP_189346.2			
OG0013200		ath_NP_189354.2			
OG0013201		ath_NP_189399.1			
OG0013202		ath_NP_189404.2			
OG0013203		ath_NP_189443.2			
OG0013204		ath_NP_189451.1			
OG0013205		ath_NP_189457.2			
OG0013206		ath_NP_189459.1			
OG0013207		ath_NP_189483.1			
OG0013208		ath_NP_189500.1			
OG0013209		ath_NP_189530.3			
OG0013210		ath_NP_189552.1			
OG0013211		ath_NP_189597.1			
OG0013212		ath_NP_189624.1			
OG0013213		ath_NP_189627.1			
OG0013214		ath_NP_189628.1			
OG0013215		ath_NP_189708.1			
OG0013216		ath_NP_189710.1			
OG0013217		ath_NP_189718.2			
OG0013218		ath_NP_189791.1			
OG0013219		ath_NP_189799.1			
OG0013220		ath_NP_189825.1			
OG0013221		ath_NP_189852.2			
OG0013222		ath_NP_189885.1			
OG0013223		ath_NP_189910.2			
OG0013224		ath_NP_189915.1			
OG0013225		ath_NP_189928.2			
OG0013226		ath_NP_189980.1			
OG0013227		ath_NP_189988.1			
OG0013228		ath_NP_190000.1			
OG0013229		ath_NP_190019.1			
OG0013230		ath_NP_190030.1			
OG0013231		ath_NP_190046.2			
OG0013232		ath_NP_190064.1			
OG0013233		ath_NP_190081.1			
OG0013234		ath_NP_190097.1			
OG0013235		ath_NP_190102.1			
OG0013236		ath_NP_190118.1			
OG0013237		ath_NP_190159.1			
OG0013238		ath_NP_190168.1			
OG0013239		ath_NP_190177.1			
OG0013240		ath_NP_190201.1			
OG0013241		ath_NP_190222.1			
OG0013242		ath_NP_190231.1			
OG0013243		ath_NP_190240.1			
OG0013244		ath_NP_190259.2			
OG0013245		ath_NP_190291.1			
OG0013246		ath_NP_190294.2			
OG0013247		ath_NP_190335.1			
OG0013248		ath_NP_190345.1			
OG0013249		ath_NP_190349.1			
OG0013250		ath_NP_190369.2			
OG0013251		ath_NP_190370.1			
OG0013252		ath_NP_190423.2			
OG0013253		ath_NP_190477.2			
OG0013254		ath_NP_190492.4			
OG0013255		ath_NP_190515.2			
OG0013256		ath_NP_190523.1			
OG0013257		ath_NP_190546.2			
OG0013258		ath_NP_190568.1			
OG0013259		ath_NP_190594.1			
OG0013260		ath_NP_190601.2			
OG0013261		ath_NP_190623.2			
OG0013262		ath_NP_190638.1			
OG0013263		ath_NP_190666.1			
OG0013264		ath_NP_190674.2			
OG0013265		ath_NP_190718.1			
OG0013266		ath_NP_190719.1			
OG0013267		ath_NP_190772.1			
OG0013268		ath_NP_190792.2			
OG0013269		ath_NP_190830.1			
OG0013270		ath_NP_190854.1			
OG0013271		ath_NP_190879.1			
OG0013272		ath_NP_190985.1			
OG0013273		ath_NP_190989.1			
OG0013274		ath_NP_191024.1			
OG0013275		ath_NP_191085.1			
OG0013276		ath_NP_191102.1			
OG0013277		ath_NP_191139.1			
OG0013278		ath_NP_191141.1			
OG0013279		ath_NP_191150.1			
OG0013280		ath_NP_191154.1			
OG0013281		ath_NP_191160.1			
OG0013282		ath_NP_191161.1			
OG0013283		ath_NP_191188.1			
OG0013284		ath_NP_191220.1			
OG0013285		ath_NP_191228.1			
OG0013286		ath_NP_191240.1			
OG0013287		ath_NP_191249.2			
OG0013288		ath_NP_191250.1			
OG0013289		ath_NP_191259.1			
OG0013290		ath_NP_191271.2			
OG0013291		ath_NP_191274.1			
OG0013292		ath_NP_191278.2			
OG0013293		ath_NP_191284.1			
OG0013294		ath_NP_191358.1			
OG0013295		ath_NP_191432.1			
OG0013296		ath_NP_191433.1			
OG0013297		ath_NP_191434.1			
OG0013298		ath_NP_191436.1			
OG0013299		ath_NP_191439.1			
OG0013300		ath_NP_191496.1			
OG0013301		ath_NP_191499.1			
OG0013302		ath_NP_191557.1			
OG0013303		ath_NP_191595.1			
OG0013304		ath_NP_191615.1			
OG0013305		ath_NP_191635.1			
OG0013306		ath_NP_191644.1			
OG0013307		ath_NP_191713.1			
OG0013308		ath_NP_191752.1			
OG0013309		ath_NP_191773.2			
